Order,Level,Code,Parent,Description,Rulings,This item includes,This item also includes,This item excludes
512952,6,72.19.13,72.19.1,Research and experimental development services in physical sciences,"This subcategory includes:
- research and experimental development services on heat, light, electromagnetism, astronomy, etc.",,,
512953,6,72.19.14,72.19.1,Research and experimental development services in chemistry,,,,
512954,6,72.19.15,72.19.1,Research and experimental development services in earth and related environmental sciences,,,,
512955,6,72.19.16,72.19.1,Research and experimental development services in biological sciences,"This subcategory includes:
- research and experimental development services on physiology and ecology of animals and plants, micro-organisms, etc.",,,
512956,6,72.19.19,72.19.1,Research and experimental development services in other natural sciences,"This subcategory also includes:
- interdisciplinary research and development, predominantly in natural sciences",,,
512957,5,72.19.2,72.19,"Research and experimental development services in engineering and technology, except biotechnology",,,,
512958,6,72.19.21,72.19.2,Research and experimental development services in nanotechnology,,,,
512959,6,72.19.29,72.19.2,"Other research and experimental development services in engineering and technology, except biotechnology","This subcategory includes:
- research and experimental development services on applied science and technology for casting, metal, machinery, electricity, communications, vessels, aircraft, civil engineering, construction etc.","This subcategory excludes:
- research and experimental development in environmental and industrial biotechnology, see 72.11.12",,
512960,5,72.19.3,72.19,Research and experimental development services in medical sciences,,,,
512961,6,72.19.30,72.19.3,Research and experimental development services in medical sciences,"This subcategory includes:
- research and experimental development services on treatment of diseases, preventive hygiene, pharmacy, etc.","This subcategory excludes:
- research and experimental development in health biotechnology, see 72.11.11",,
512962,5,72.19.4,72.19,Research and experimental development services in agricultural sciences,,,,
512963,6,72.19.40,72.19.4,Research and experimental development services in agricultural sciences,"This subcategory includes:
- research and experimental development services on agricultural techniques, fruit culture, forestry, stock breeding, fisheries, etc.","This subcategory excludes:
- research and experimental development in agricultural biotechnology, see 72.11.13",,
512964,5,72.19.5,72.19,"Research and development originals in natural sciences and engineering, except for biotechnology",,,,
512965,6,72.19.50,72.19.5,"Research and development originals in natural sciences and engineering, except for biotechnology","This subcategory includes:
- scientific originals in natural sciences and engineering, except for biotechnology, i.e. ideas, plans, blueprints, formulas for inventions, products and processes, which can be protected and licensed as industrial property, trade secrets, patents etc.

The creation of these original works is done on own account, i.e. their production is intended for sale that is undertaken without either a contract or known buyer in mind.","This subcategory excludes:
- research and development originals in biotechnology, see 72.11.20",,
512966,3,72.2,72,Research and experimental development services in social sciences and humanities,,,,
512967,4,72.2,72.2,Research and experimental development services in social sciences and humanities,,,,
512968,5,72.20.1,72.2,Research and experimental development services in social sciences,,,,
512969,6,72.20.11,72.20.1,Research and experimental development services in economics and business,"This subcategory includes:
- research and experimental development services in theories of economics, business management, finance, statistics, etc.","This subcategory excludes:
- market research services, see 73.20.11",,
512970,6,72.20.12,72.20.1,Research and experimental development services in psychology,,,,
512971,6,72.20.13,72.20.1,Research and experimental development services in law,"This subcategory includes:
- research and experimental development services in public law, civil law, etc.",,,
512972,6,72.20.19,72.20.1,Research and experimental development services in other social sciences,"This subcategory includes:
- research and experimental development services in social and cultural anthropology, demography, geography (human, economic and social), political sciences, sociology etc.",,,
512973,5,72.20.2,72.2,Research and experimental development services in humanities,,,,
512974,6,72.20.21,72.20.2,Research and experimental development services in languages and literature,"This subcategory includes:
- research and experimental development services in ancient and modern languages and literature",,,
512975,6,72.20.29,72.20.2,Other research and experimental development services in humanities,"This subcategory includes:
- research and experimental development services in history, philosophy, arts, religion, theology etc.",,,
512976,5,72.20.3,72.2,Research and development originals in social sciences and humanities,,,,
512977,6,72.20.30,72.20.3,Research and development originals in social sciences and humanities,"This subcategory includes:
- scientific originals in social sciences and humanities, i.e. ideas, plans, blueprints, formulas for inventions, products and processes, which can be protected and licensed as industrial property, trade secrets, patents etc.

The creation of these original works is done on own account, i.e. their production is intended for sale that is undertaken without either a contract or known buyer in mind.",,,
512978,2,73,M,Advertising and market research services,,,,
512979,3,73.1,73,Advertising services,,,,
512980,4,73.11,73.1,Services provided by advertising agencies,,,,
512981,5,73.11.1,73.11,Services provided by advertising agencies,,,,
512982,6,73.11.11,73.11.1,Full service advertising services,"This subcategory includes:
- provision of the full range of advertising services, including planning, creation and execution services, such as:
  . selection of media to be used
  . design of advertisements, illustrations, posters, etc.
  . writing of scenarios for advertising movies, placement in media, planning (without production) of advertising objects or films
  . organisation of direct marketing or direct mail advertising campaigns","This subcategory excludes:
- production and realisation of promotional or advertising motion pictures, see 59.11.12
- public relations services, see 70.21.10
- market research services, see 73.20.11
- photography services related to advertising, see 74.20.22",,
512983,6,73.11.12,73.11.1,Direct marketing and direct mailing services,"This subcategory includes:
- the developing and organisation of direct marketing advertising campaigns, that is, organising sending of advertising and promotional messages directly to consumers, rather than via mass media
 
Includes methods such as direct mail and telemarketing.","This subcategory excludes:
- mailing services, see 82.19.12",,
512984,6,73.11.13,73.11.1,Advertising design and concept development services,"Media agencies

Problem statement: Where is an agency rendering the following services classified?
1) Competitiveness analysis, including market and media analysis,
2) strategies, recommendations,
3) negotiation, including tactics planning and media buying and
4) client's satisfaction degree at tracking and control campaign, as well as closing up summary and invoicing campaigns.

Solution: The activities could also be classified to NACE Rev. 2 class 73.20, but the emphasis is in NACE Rev. 2 class 73.11.

Decision date: 01.07.2007","This subcategory includes:
- creating the basic idea for an advertisement, drafting the words 
- designing the layout for a print advertisement, illustration, poster 
- writing of scenarios for advertising movies",,
512985,6,73.11.19,73.11.1,Other advertising services,"This subcategory includes:
- aerial advertising services
- delivery services of free samples and other advertising material
- demonstration and presentation advertising services at point of sale
- sales promotion services (if no orders are received)","This subcategory excludes:
- publishing of trade advertising material, see 58.19.15 
- modelling agency services, see 78.10.12
- advertising mailing services, see 82.19.12
- telemarketing services, see 82.20.10
- convention and trade show organisation services, see 82.30.1",,
512986,4,73.12,73.1,Media representation services,,,,
512987,5,73.12.1,73.12,Sale of advertising space or time on a fee or contract basis,"This category includes:
- sale or leasing services of advertising space or time on a fee or contract basis
- services of media buying agencies, which buy media space or time on behalf of advertisers or advertising agencies","This category excludes:
- public relations and communication services, see 70.21.10",,
512988,6,73.12.11,73.12.1,Sale of advertising space on a fee or contract basis in print media,"This subcategory excludes:
- sale of advertising space in print media by publishers, see division 58",,,
512989,6,73.12.12,73.12.1,Sale of TV/radio advertising space or time on a fee or contract basis,"This subcategory excludes:
- sale of advertising space in TV/radio by broadcasting companies, see 60.10.30, 60.20.40",,,
512990,6,73.12.13,73.12.1,Sale of Internet advertising space or time on a fee or contract basis,,,,
512991,6,73.12.14,73.12.1,Sale of events related advertising,"This subcategory includes:
- sale of naming rights for tournaments, stadiums, etc.",,,
512992,6,73.12.19,73.12.1,Other sale of advertising space or time on a fee or contract basis,"This subcategory includes:
- sale of advertising space or time on billboards, buildings, vehicles, etc.
- sale of advertising space or time in electronic media other than on-line
- sale of advertising time in video and motion pictures (product placement)",,,
512993,5,73.12.2,73.12,Re-sale of advertising space or time on a fee or contract basis,,,,
512994,6,73.12.20,73.12.2,Re-sale of advertising space or time on a fee or contract basis,,,,
512995,3,73.2,73,Market research and public opinion polling services,,,,
512996,4,73.2,73.2,Market research and public opinion polling services,,,,
512997,5,73.20.1,73.2,Market research and similar services,"This category includes:
- market analysis, analysis of competition and behaviour of consumers
- use of research monographs, statistics, econometric models, surveys, etc.","This category excludes:
- advertising services, see 73.1
- public opinion polling services, see 73.20.20",,
512998,6,73.20.11,73.20.1,Market research services: qualitative surveys,"This subcategory includes:
- (in-depth) interviews with one or several persons with open answers not to be quantified in intervals – often based on case studies",,,
512999,6,73.20.12,73.20.1,Market research services: quantitative ad-hoc surveys,"This subcategory includes:
- surveys that are carried out only once and the answers can be grouped by intervals",,,
513000,6,73.20.13,73.20.1,Market research services: quantitative continuous and regular surveys,"This subcategory includes:
- surveys that are carried out on a regular basis and the answers can be grouped by intervals",,,
513001,6,73.20.14,73.20.1,Market research services other than surveys,"This subcategory includes:
- market research without carrying out surveys using already existing information from different sources",,,
513002,6,73.20.19,73.20.1,Other market research services,,,,
513003,5,73.20.2,73.2,Public opinion polling services,,,,
513004,6,73.20.20,73.20.2,Public opinion polling services,"This subcategory includes:
- investigation services designed to secure information on public opinions regarding social, economic, political and other issues","This subcategory excludes:
- similar investigation services designed to gather intelligence on consumer attitudes and preferences, see 73.20.1",,
513005,2,74,M,"Other professional, scientific and technical services",,,,
513006,3,74.1,74,Specialised design services,,,,
513007,4,74.1,74.1,Specialised design services,,,,
513008,5,74.10.1,74.1,"Interior, industrial and other specialised design services",,,,
513009,6,74.10.11,74.10.1,Interior design services,"This subcategory includes:
- interior design services such as the planning and designing of interior spaces to meet the physical, aesthetic and functional needs of people
- drawing up of designs for interior decorating
- interior decorating","This subcategory excludes:
- architectural design services, see 71.11",,
513010,6,74.10.12,74.10.1,Industrial design services,"This subcategory includes:
- design services for industrial products, i.e. creating and developing designs and specifications that optimise the use, value and appearance of products, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in distribution, use and maintenance","This subcategory excludes:
- engineering services for the design of industrial products, see 71.12.17",,
513011,6,74.10.19,74.10.1,Other specialised design services,"This subcategory includes:
- services consisting of creating designs and preparing patterns for a variety of products by harmonising aesthetic considerations with technical and other requirements, such as:
  . furniture designs
  . wearing apparel, shoes and jewellery design
  . aesthetic design for various other customer products
- package design services
- production of three-dimensional models
- graphic design services",,,
513012,5,74.10.2,74.1,Design originals,,,,
513013,6,74.10.20,74.10.2,Design originals,"This subcategory includes:
- original design concepts, produced on own account:
  . industrial product designs
  . aesthetic designs
  . graphic designs

This intellectual property product is typically produced with the intent to sell or license the information to others.",,,
513014,3,74.2,74,Photographic services,,,,
513015,4,74.2,74.2,Photographic services,,,,
513016,5,74.20.1,74.2,"Photographic plates and film, other than cinematographic, exposed",,,,
513017,6,74.20.11,74.20.1,"Photographic plates and film, exposed but not developed",,,,
513018,6,74.20.12,74.20.1,"Photographic plates and film, exposed and developed, for offset reproduction",,,,
513019,6,74.20.19,74.20.1,"Other photographic plates and film, exposed and developed",,,,
513020,5,74.20.2,74.2,Specialised photography services,"This category also includes:
- photojournalists services",,,
513021,6,74.20.21,74.20.2,Portrait photography services,"This subcategory includes:
- services consisting of photographing persons or other subjects in studios or other locations such as clients' offices or homes. Generally included with these services is the development and printing of such pictures according to customer specifications:
  . passport or identification photographs
  . infant and child portraits
  . family or military portraits
  . studio fashion photos
  . corporate pictures",,,
513022,6,74.20.22,74.20.2,Advertising and related photography services,"This subcategory includes:
- services consisting of photographing:
  . merchandise, industrial products
  . fashion clothes and other apparel
  . machinery, buildings
  . persons and other subjects for use in public relations
- photographic services for:
  . advertising displays, brochures, newspaper advertisements
  . catalogues",,,
513023,6,74.20.23,74.20.2,Event photography and event videography services,"This subcategory includes:
- services consisting of photographing or videotaping live events, such as weddings, graduations, conventions, receptions, fashion shows, sports and news events, and any other events of current interest","This subcategory excludes:
- motion picture, video and television programme production services, see 59.11.1
- news agency services, see 63.91.1",,
513024,6,74.20.24,74.20.2,Aerial photography services,"This subcategory includes:
- services consisting of photographing landscapes, structures and other surfaces from aircraft or helicopters","This subcategory excludes:
- photogrammetric recordings and collection of data by satellites, see 71.12.34",,
513025,6,74.20.29,74.20.2,Other specialised photography services,"This subcategory includes:
- services consisting of photographing persons, objects or scenery using special apparatus and techniques. Examples of such services are:
  . underwater photography
  . medical and biological photography
  . photomicrography","This subcategory excludes:
- provision of photographs intended for the press, see 63.91.1",,
513026,5,74.20.3,74.2,Other photographic services,,,,
513027,6,74.20.31,74.20.3,Photography processing services,"This subcategory includes:
- services consisting primarily of the development of negatives and the printing of pictures for others according to customer specifications:
  . enlargement of negatives or slides
  . black and white processing
  . colour printing
  . slide and negative duplicates, reprints, etc.
- services consisting of the development of film for both amateur photographers and commercial clients
- preparation services for photographic slides
- copying services for films
- converting of photographs and films to other media","This subcategory excludes:
- processing services of motion picture film and post-production services, see 59.12.1",,
513028,6,74.20.32,74.20.3,Restoration and retouching services of photography,"This subcategory includes:
- services consisting of old photograph restoration
- retouching and other special photographic effects",,,
513029,6,74.20.39,74.20.3,"Other photographic services, n.e.c.","This subcategory includes:
- microfilming services","This subcategory excludes:
- photocopying services, see 82.19.11",,
513030,3,74.3,74,Translation and interpretation services,,,,
513031,4,74.3,74.3,Translation and interpretation services,,,,
513032,5,74.30.1,74.3,Translation and interpretation services,,,,
513033,6,74.30.11,74.30.1,Translation services,"This subcategory includes:
- services generally related to the translation of texts from one language to another, resulting in a written document",,,
513034,6,74.30.12,74.30.1,Interpretation services,"This subcategory includes:
- interpretation services are generally concerned with stating orally in one language what has been stated orally in another language",,,
513035,3,74.9,74,"Other professional, scientific and technical services n.e.c.",,,,
513036,4,74.9,74.9,"Other professional, scientific and technical services n.e.c.",,,,
513037,5,74.90.1,74.9,Professional and technical support and consulting services n.e.c.,,,,
513038,6,74.90.11,74.90.1,Bill auditing and freight rate information services,,,,
513039,6,74.90.12,74.90.1,Business brokerage and appraisal services other than for real estate and insurance,"This subcategory includes:
- services of arranging for the purchase and sale of small and medium-sized businesses, including professional practices
- appraisal services for antiques, jewellery, etc.","This subcategory excludes:
- appraisal services for insurance, see 66.21.10
- services provided by real estate brokers, see 68.31.1
- real estate appraisal services, see 68.31.16",,
513040,6,74.90.13,74.90.1,Environmental consulting services,"This subcategory includes:
- environmental assessments, i.e. objective studies undertaken for any one or more of the following purposes: identify whether or not environmental contamination exists at a particular site, and if so the source, nature, and extent of the contamination; assess the risk to public safety and health from environmental contamination associated with a project that is proposed or in place; evaluate the impact on the ecology or economy of environmental changes resulting from human or natural activities
- environmental audits, i.e. independent assessment of the current status of a party's compliance with applicable environmental requirements or of a party’s environmental compliance policies, practices and controls
- site remediation planning services, i.e. preparation of plans for the abatement of environmental contamination, usually at a specific site, that incorporate such technical or other requirements as may be prescribed by law or regulation
- evaluation of environmental studies, i.e. provision of analysis that explains the strengths or weaknesses of an environmental study and provides the basis for alternative judgments. The evaluation of environmental studies may also include an analysis of future responses to environmental regulators
- natural resource management consulting, i.e. provision of objective information, advice, or guidance concerning the best practices for ecologically sustainable development and use of: land; forests; bodies of water; gas, oil, and mineral deposits; wildlife populations and other natural resources
- waste management consulting, i.e. provision of objective information, advice, or guidance concerning the best practices for the minimisation, transport, handling, disposal and/or recycling of waste
- environmental policy development consulting, i.e. advising public or private institutions on the design, development and implementation of environmental statutes, regulations, standards, or practices
- other environmental consulting services n.e.c.",,,
513041,6,74.90.14,74.90.1,Weather forecasting and meteorological services,"This subcategory includes:
- providing meteorological analysis of the atmosphere and predicting weather processes and weather conditions",,,
513042,6,74.90.15,74.90.1,Security consulting services,"This subcategory includes:
- services consisting of determining clients' needs and of providing advice and suggestions as to the type of security that is best suited for the client or as to improvements in existing systems","This subcategory excludes:
- consulting services for computer security, see 62.02
- monitoring and maintaining services for security systems devices, see 80.20.10",,
513043,6,74.90.19,74.90.1,Other scientific and technical consulting services n.e.c.,"This subcategory includes:
- scientific consulting services from mathematicians, statisticians, etc.
- services provided by agronomists and agricultural economists
- services provided by quantity surveyors
- services provided by other scientific and technical consultants n.e.c.","This subcategory excludes:
- services provided by management consultants, see 70.22.1
- services provided by architecture and engineering consultants, see 71.11.24, 71.12.11
- services provided by marketing consultants, see 73.11.1",,
513044,5,74.90.2,74.9,"Other professional, technical and business services n.e.c.",,,,
513045,6,74.90.20,74.90.2,"Other professional, technical and business services n.e.c.","This subcategory includes:
- specialist advisory services other than for real estate, insurance and engineering, e.g. specialist advisory services in art, specialist services for courts of law, etc.
- management services for copyrights and their revenues, except for motion picture and artistic rights
- management services for rights to industrial property (patents, licences, trademarks, franchises, etc.)","This subcategory also includes:
- services provided by agencies and agents on behalf of individuals seeking engagements in motion pictures, theatrical productions or other entertainment or sports attractions
- placement of books, plays, artworks, photographs, etc. with publishers, producers, etc.","This subcategory excludes:
- management services of motion picture rights, see 59.13.12
- management services of artistic rights, see 90.02.19
- arts facilities operation services, see 90.04.10
- sports event organisation services, see 93.11.10, 93.12.10",
513046,2,75,M,Veterinary services,,,,
513047,3,75,75,Veterinary services,,,,
513048,4,75,75,Veterinary services,,,,
513049,5,75.00.1,75,Veterinary services,"This category excludes: 
- services related to animal husbandry such as artificial insemination, see 01.62.10
- veterinary testing and control services in relation to food production, see 71.20.11",,,
513050,6,75.00.11,75.00.1,Veterinary services for pet animals,"This subcategory includes:
- animal and veterinary hospital and non-hospital medical, surgical and dental services delivered to pet animals. The services are aimed at curing, restoring and/or maintaining the health of the animal.
- hospital, laboratory and technical services, foods (including special diets) and other facilities and resources","This subcategory excludes:
- pet animal boarding services without health care services, see 96.09.11",,
513051,6,75.00.12,75.00.1,Veterinary services for livestock,"This subcategory includes:
- animal and veterinary hospital and non-hospital medical, surgical and dental services delivered to livestock. The services are aimed at curing, restoring and/or maintaining the health of the animal.
- hospital, laboratory and technical services, foods (including special diets) and other facilities and resources","This subcategory excludes:
- herd testing services, droving services, agistment services, poultry caponising services, see 01.62.10
- sheep shearing services, see 01.62.10
- farm animal boarding services without health care services, see 01.62.10",,
513052,6,75.00.19,75.00.1,Other veterinary services,"This subcategory includes:
- animal and veterinary hospital and non-hospital medical, surgical and dental services delivered to animals other than pets or livestock (including zoo animals and animals raised for their fur production or other products). The services are aimed at curing, restoring and/or maintaining the health of the animal.
- hospital, laboratory and technical services, foods (including special diets) and other facilities and resources",,,
513053,1,N,ADMINISTRATIVE AND SUPPORT SERVICES,,,,,
513054,2,77,N,Rental and leasing services,"This division excludes:
- financial leasing services, see 64.91.10",,,
513055,3,77.1,77,Rental and leasing services of motor vehicles,,,,
513056,4,77.11,77.1,Rental and leasing services of cars and light motor vehicles,,,,
513057,5,77.11.1,77.11,Rental and leasing services of cars and light motor vehicles,,,,
513058,6,77.11.10,77.11.1,Rental and leasing services of cars and light motor vehicles,"This subcategory includes:
- rental and leasing services of passenger cars and other light motor vehicles, with a weight ≤ 3,5 tons, without driver","This subcategory excludes:
- rental, leasing or hiring services of passenger cars with driver, see 49.32.12",,
513059,4,77.12,77.1,Rental and leasing services of trucks,,,,
513060,5,77.12.1,77.12,Rental and leasing services of trucks,,,,
513061,6,77.12.11,77.12.1,Rental and leasing services of goods transport vehicles without driver,"This subcategory includes:
- rental, leasing or hiring services of motor vehicles, with a weight > 3,5 tons, without driver, principally designed for the transport of goods (e.g. semi-trailers, tractors, lorries, freight vans and other utility vehicles)","This subcategory excludes:
- rental or hiring services concerning commercial freight vehicles with driver, see 49.41.20",,
513062,6,77.12.19,77.12.1,Rental and leasing services of other land transport equipment without driver,"This subcategory includes:
- rental, leasing or hiring services of other public-transport-type passenger vehicles such as buses without driver
- rental, leasing or hiring services concerning other land transport equipment without operator
- man- or animal-drawn passenger vehicle rental services without the services of a driver","This subcategory excludes:
- rental, leasing or hiring services of public-transport-type passenger vehicles with operator, see 49.39.31
- rental, leasing or hiring services of bicycles, skis, see 77.21.10
- rental, leasing or hiring services concerning motorcycles, caravans and campers without drivers, see 77.39.13",,
513063,3,77.2,77,Rental and leasing services of personal and household goods,,,,
513064,4,77.21,77.2,Rental and leasing services of recreational and sports goods,,,,
513065,5,77.21.1,77.21,Rental and leasing services of recreational and sports goods,,,,
513066,6,77.21.10,77.21.1,Rental and leasing services of recreational and sports goods,"This subcategory includes:
- rental, leasing or hiring services concerning pleasure and leisure equipment, such as:
  . bicycles, snow skis, ice skates
  . gliders, hang gliders
  . water-sport equipment (e.g., surfboards, water-skis)
  . pleasure boats (canoes, sailboat and other pleasure boats)
  . other sports equipment (e.g., golf clubs, equipment for playing field games, racquet games, etc.), saddle-horses, camping equipment, etc.","This subcategory excludes:
- rental services of video tapes and disks, see 77.22.10
- rental services of other personal and household goods, see 77.29.1
- rental services of leisure and pleasure equipment as an integral part of recreational facilities, see 93.29.1",,
513067,4,77.22,77.2,Rental services of video tapes and disks,,,,
513068,5,77.22.1,77.22,Rental services of video tapes and disks,,,,
513069,6,77.22.10,77.22.1,Rental services of video tapes and disks,"This subcategory includes:
- rental, leasing or hiring services concerning pre-recorded video tapes, CD's and DVDs for use in home entertainment equipment
- rental, leasing or hiring services of pre-recorded records, sound cassettes and compact discs
- rental, leasing or hiring services concerning video games",,,
513070,4,77.29,77.2,Rental and leasing services of other personal and household goods,,,,
513071,5,77.29.1,77.29,Rental and leasing services of other personal and household goods,,,,
513072,6,77.29.11,77.29.1,"Rental and leasing services of televisions, radios, video cassette recorders and related equipment and accessories","This subcategory includes: 
- rental, leasing or hiring services of all kinds of electrical and electronic home entertainment equipment, such as:
  . stereo systems, tape decks, televisions, radios
  . video cassette recorders and similar equipment",,,
513073,6,77.29.12,77.29.1,Rental and leasing services of furniture and other household appliances,"This subcategoy includes:
- rental, leasing or hiring services of furniture (incl. mattresses and mattress supports), household appliances, whether or not electrical, such as refrigerators, washing machines, room air conditioners, fans, toasters, mixers, etc.
- rental, leasing or hiring services of pottery and glass, kitchen and table ware","This subcategory excludes:
- rental and leasing services of office furniture, see 77.33.11",,
513074,6,77.29.13,77.29.1,Rental and leasing services of musical instruments,,,,
513075,6,77.29.14,77.29.1,Rental and leasing services of household linen,"This subcategory excludes:
- provision services of linen by laundries, see 96.01.19",,,
513076,6,77.29.15,77.29.1,"Rental and leasing services of textiles, clothing and footwear","This subcategory also includes:
- rental services of costumes","This subcategory excludes:
- provision services of work uniforms and related items by laundries, see 96.01.1",,
513077,6,77.29.16,77.29.1,Rental and leasing services of do-it-yourself machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of lawnmowers, tools for repairs, etc., without operator",,,
513078,6,77.29.19,77.29.1,Rental and leasing services of other personal and household goods n.e.c.,"This subcategory includes:
- rental and leasing services of:
  . books, journals and magazines
  . cameras, photo equipment, binoculars and other optical goods
  . flowers and plants
  . jewellery
  . watches and clocks, etc.
- rental, leasing or hiring services of medical equipment (crutches) and paramedical equipment","This subcategory excludes:
- rental and leasing services of cars, trucks, trailers and recreational vehicles without driver, see 77.1
- rental and leasing services of recreational and sports goods, see 77.21.10
- rental and leasing services of video tapes and disks, see 77.22.10
- rental and leasing services of musical instruments, see 77.29.13
- rental and leasing services of household linen, see 77.29.14
- rental and leasing services of textiles, clothing and footwear, see 77.29.15
- rental and leasing services of do-it-yourself machinery and equipment, see 77.29.16
- rental and leasing services of motorcycles, caravans and campers without driver, see 77.39.13",,
513079,3,77.3,77,"Rental and leasing services of other machinery, equipment and tangible goods",,,,
513080,4,77.31,77.3,Rental and leasing services of agricultural machinery and equipment,,,,
513081,5,77.31.1,77.31,Rental and leasing services of agricultural machinery and equipment,,,,
513082,6,77.31.10,77.31.1,Rental and leasing services of agricultural machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of agricultural and forestry machinery and equipment without operator, i.e. products produced by class 28.30, such as tractors and implements, seed and seedling planters, harvesting, cropping and sorting machinery, etc.","This subcategory excludes:
- rental, leasing or hiring services concerning agricultural and forestry machinery and equipment with operator, see 01.61.10, 01.62.10, 02.40.10
- rental, leasing or hiring services of lawnmowers, see 77.29.16",,
513083,4,77.32,77.3,Rental and leasing services of construction and civil engineering machinery and equipment,,,,
513084,5,77.32.1,77.32,Rental and leasing services of construction and civil engineering machinery and equipment,,,,
513085,6,77.32.10,77.32.1,Rental and leasing services of construction and civil engineering machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of construction and civil engineering machinery and equipment without operator
- rental, leasing or hiring services concerning tractors for construction and earth moving purposes, road graders, steamrollers, bulldozers, excavating machinery, front-end loaders, scaffolding without erection and dismantling, site huts, etc.","This subcategory excludes:
- rental, leasing or hiring services of construction machinery and equipment with operator, see section F",,
513086,4,77.33,77.3,Rental and leasing services of office machinery and equipment (including computers),,,,
513087,5,77.33.1,77.33,Rental and leasing services of office machinery and equipment (including computers),,,,
513088,6,77.33.11,77.33.1,Rental and leasing services of office machinery and equipment (excluding computers),"This subcategory includes:
- rental, leasing or hiring services of all kinds of office machinery and equipment without operator, such as:
  . photocopiers
  . typewriters and word processors
  . accounting machinery and equipment such as electronic calculators, cash registers and other machines incorporating a calculating device
- rental, leasing or hiring services of office furniture, safes and the like","This subcategory excludes:
- rental and leasing services of computers without operator, see 77.33.12
- rental, leasing or hiring services of telephone and fax equipment, see 77.39.14",,
513089,6,77.33.12,77.33.1,Rental and leasing services of computers,"This subcategory includes:
- rental, leasing or hiring services of computers and peripheral equipment without operator, such as electronic data processors, central processing units, peripheral units and magnetic or optical readers","This subcategory excludes:
- rental and leasing services of computers with operator, see 63.11",,
513090,4,77.34,77.3,Rental and leasing services of water transport equipment,,,,
513091,5,77.34.1,77.34,Rental and leasing services of water transport equipment,,,,
513092,6,77.34.10,77.34.1,Rental and leasing services of water transport equipment,"This subcategory includes:
- rental, leasing or hiring services of boats, ships and hovercraft without operator, primarily designed for the conveyance of passengers and freight","This subcategory excludes:
- rental, leasing or hiring services of vessels for sea and coastal water transport with operator, see 50.10.20 for passenger vessels and 50.20.21 for freight vessels
- rental, leasing or hiring services of inland water vessels with operator, see 50.30.20 for passenger vessels and 50.40.21 for freight vessels
- rental, leasing or hiring services of pleasure boats, see 77.21.10",,
513093,4,77.35,77.3,Rental and leasing services of air transport equipment,,,,
513094,5,77.35.1,77.35,Rental and leasing services of air transport equipment,,,,
513095,6,77.35.10,77.35.1,Rental and leasing services of air transport equipment,"This subcategory includes:
- rental, leasing or hiring services of air transport equipment (e.g., helicopters, airplanes, hot air balloons) without operator","This subcategory excludes:
- rental, leasing or hiring services of air transport equipment with operator, see 51.10.20
- rental, leasing or hiring services of gliders and hang gliders, see 77.21.10",,
513096,4,77.39,77.3,"Rental and leasing services of other machinery, equipment and tangible goods n.e.c.",,,,
513097,5,77.39.1,77.39,"Rental and leasing services of other machinery, equipment and tangible goods n.e.c.",,,,
513098,6,77.39.11,77.39.1,Rental and leasing services of railroad vehicles,"This subcategory includes:
- rental and non-financial leasing services of commercial rail transportation equipment, without operator, such as:
  . locomotives and other rolling stock, subway cars, light rail equipment and streetcars

The leases in this product are those which are not structured to provide financing to the lessee. The rental and leasing service may include maintenance and repair services and insurance, damage waivers and warranties.","This subcategory excludes:
- providing loans to vendors and dealers to finance their inventories, see 64.19.25, 64.92.15
- providing leases which are structured to provide financing to the lessee, see 64.91.10
- insurance and damage waiver services sold separately, see 65.12.31
- maintenance and repair services of railroad transport equipment sold separately, see 33.17.11",,
513099,6,77.39.12,77.39.1,Rental and leasing services of containers,"This subcategory includes:
- rental and leasing of intermodal containers",,,
513100,6,77.39.13,77.39.1,"Rental and leasing services of motorcycles, caravans and campers","This subcategory includes:
- rental, leasing or hiring services concerning motorcycles, caravans and campers without drivers","This subcategory excludes:
- rental, leasing or hiring services of public-transport-type passenger vehicles with operator, see 49.39.31
- rental, leasing or hiring services of bicycles, skis, see 77.21.10",,
513101,6,77.39.14,77.39.1,Rental and leasing services of telecommunications equipment,"This subcategory includes:
- rental, leasing or hiring services of telecommunications equipment without operator:
  . commercial radio, television and telecommunications equipment
  . telephones, fax machines, pagers and cellular telephones",,,
513102,6,77.39.19,77.39.1,Rental and leasing services of other machinery and equipment without operator and tangible goods n.e.c.,"This subcategory includes:
- rental, leasing or hiring services concerning all kinds of machinery, whether or not electrical, except personal or household goods, generally used as capital goods by industry, without operator, such as:
  . engines and turbines
  . machine tools
  . mining and oil field equipment
  . coin-operated gambling machines
  . exhibition material
  . motion picture production equipment
  . professional, scientific measuring and control apparatus
  . other commercial and industrial machinery","This subcategory also includes:
- rental services of accommodation or office containers
- rental services of animals (e.g. herds, race horses)
- rental services of pallets","This subcategory excludes:
- rental, leasing or hiring services concerning agricultural and forestry machinery and equipment without operator, see 77.31.10
- rental, leasing or hiring services concerning construction and civil engineering machinery and equipment without operator, see 77.32.10
- rental, leasing or hiring services concerning office machinery, furniture and equipment without operator, see 77.33.11
- rental, leasing or hiring services concerning computers, without operator, see 77.33.12",
